,AAPL,AMZN,AVGO,COST,GOOGL,META,MSFT,NVDA,PEP,TSLA
2021-06-09,0.31344910234507944,0.08419372916571208,0.489278685214908,0.9834735610251699,0.23212427876212383,0.21738331613976977,0.7353793821115605,0.3924604296640164,0.9274577337598043,
2021-06-10,0.31093419292185565,0.08595142867907753,0.49427766591665534,0.9913681695990149,0.234745340275042,0.21883801170626777,0.7459638851812518,0.393969561054316,0.9369795618493573,
2021-06-11,0.31399154889701614,0.08587907248578115,0.4964185234368426,0.9883137208155416,0.234270119305813,0.21804813907710485,0.7478490519797667,0.403018990049881,0.9375511208613492,
2021-06-14,0.32170882914325977,0.0868295071062105,0.5018288634138496,0.993309438166855,0.23607374032338466,0.22167502479716986,0.7536488237052129,0.4073937292942242,0.9431374841043596,
2021-06-15,0.31963774312840826,0.08681051752084863,0.4964607311660979,0.9936977085087031,0.2340956326686975,0.22166186699057863,0.7492116196402189,0.40218798884011814,0.9432009288242885,
2021-06-16,0.3208951689465211,0.08763471251009498,0.491198140386148,0.9820500139602609,0.23284820354346078,0.21792961775936148,0.7463699380556744,0.4026798385185444,0.9338057675615413,
2021-06-17,0.32493867930799425,0.08953328733919654,0.4969142538812851,0.9958720224230532,0.2347203099366391,0.22150391267643052,0.7565774444876047,0.42183003600244406,0.9428200378916621,
2021-06-18,0.32165947904681214,0.08947324109566877,0.4888251182103932,0.9858549801689726,0.23157285596385152,0.21699494862264165,0.7523146237450086,0.4214117044525769,0.9231408771012678,
2021-06-21,0.32619612438843976,0.08862800486276579,0.49383131807254826,1.001177940340841,0.2348533410014529,0.21872609960934672,0.7615942585057227,0.416629870997241,0.9303778604744307,
2021-06-22,0.3303383349428082,0.08994897523583556,0.4936613356330084,1.0151033767062583,0.23585202188202833,0.22316262498598818,0.769945975692793,0.4270188340071702,0.9317742564987624,
2021-06-23,0.3296480499871886,0.08990740174771755,0.49601022012519125,1.0145597982276708,0.23545966762484932,0.22418947961558444,0.7692500489881671,0.430873889549106,0.9195225802011071,
2021-06-24,0.3289329551470161,0.08850278322997332,0.4996240521045284,1.0148187005498368,0.23617882331212367,0.22589433520079152,0.7733678639620202,0.43422559875053623,0.9247276629386497,
2021-06-25,0.32819335861961435,0.08728086410030243,0.4912698005182938,1.0211342876392318,0.23619518930261788,0.22470291703622483,0.7685249283395965,0.43028025551279797,0.9294255218363388,
2021-06-28,0.3323107592894299,0.08836961337897786,0.5025363854231382,1.0263886578885086,0.23624822696050013,0.23409599421928598,0.7792544830804585,0.4518496791742223,0.9334248209756518,
2021-06-29,0.3361324831518796,0.08847866449887452,0.5071601026516647,1.032212629874831,0.235740199956027,0.23162760182978293,0.7870262230949842,0.452793615639673,0.9327900955100464,
2021-06-30,0.3376857976630182,0.08827389803799718,0.5068305457645839,1.0241367730471898,0.2353873906713544,0.2288761447992505,0.7855762572124088,0.45224540638473815,0.9405981370158335,
2021-07-01,0.3384500885009765,0.08808940540660513,0.4991777042604214,1.0211860847319452,0.23607181491273826,0.2332731967561183,0.7876064297796668,0.45698203116137165,0.9407886937886728,
2021-07-02,0.3572126044452261,4.510633924272326,0.497615309648736,1.0326006507924768,0.24402311500655152,0.4168066403454104,0.9392386563288658,0.46319960754005035,1.1626152413428863,0.6162854113609961
2021-07-06,0.36247031235780336,4.722304926978217,0.5030466870563791,1.032393545563024,0.24583980885810747,0.41455045858853656,0.9392726050830564,0.4679814842159204,1.1643330054016703,0.5987472783506305
2021-07-07,0.3689784217478981,4.749078337351481,0.4990713655847217,1.0474579359783298,0.24639308267202942,0.41185948673154393,0.9469514491618709,0.46059392797827875,1.1694861606825755,0.5851942573497496
2021-07-08,0.36558405330389054,4.793825234307183,0.5000917474045652,1.0538510939946935,0.24360718312209378,0.40617203531816404,0.9384606194228857,0.44998998603157514,1.1700327841992095,0.5926016680815119
2021-07-09,0.37035663495354326,4.778318627675374,0.5103806454014256,1.0673622367598046,0.24453158095986371,0.4117772554752642,0.9402194219152341,0.4533249256657621,1.167065849193948,0.5963598513135722
2021-07-12,0.36879980435935394,4.7773039605882435,0.5163009769863798,1.055740648611221,0.24737010056253947,0.4149969753926005,0.9381222028195962,0.4637762126859101,1.1672999404069317,0.6224582397859859
2021-07-13,0.3717093256924172,4.724386013878716,0.514451454663507,1.0536181317895845,0.24808312023623053,0.4137396201545225,0.9505033241823438,0.4578411689388546,1.1942361728763766,0.6068808944137007
2021-07-14,0.38066775140796505,4.729936101701525,0.5118792190919601,1.0610986130459248,0.2498277084523763,0.4084987577095384,0.9556791705231584,0.4486053297795768,1.2065715477416055,0.5931191039241216
2021-07-15,0.3789577461342942,4.665083270602756,0.5073620619857715,1.0659386896948955,0.24742753963034853,0.4047736348932508,0.9506724253901266,0.42881641924226915,1.2121149919395962,0.590595502998834
2021-07-16,0.3736235107002577,4.591121959686279,0.49750897097303637,1.062185686861699,0.2473593849886595,0.4008958484326807,0.9497253943702255,0.41060998534168364,1.2165653259997653,0.5848039365282245
2021-07-19,0.36356761891354794,4.560237344106038,0.49495794998943615,1.071969600627869,0.24269933755347362,0.3959487309009803,0.9370736468187083,0.4245996942707138,1.2164091282956633,0.5866194498564941
2021-07-20,0.3730110512554574,4.5905566003587515,0.49806179036082604,1.0773792790138852,0.24587782220678775,0.4014834104235799,0.9448879646327001,0.4208069627389969,1.2165653259997653,0.5995824394142963
2021-07-21,0.3710968662476169,4.605985969967312,0.5091476305195104,1.0741956284935315,0.24848737873014862,0.406853591351454,0.9519240313529883,0.43884928827148184,1.2120370984307147,0.594852921230341
2021-07-22,0.37466997171673144,4.673858102162678,0.5062884443940867,1.0807443440708369,0.2501871441197994,0.41268208795166916,0.9679586598110574,0.44300939434332376,1.21164639882729,0.5893790799807878
2021-07-23,0.37916192586846387,4.69776668548584,0.5135374558086908,1.0959897333157365,0.2591360700686673,0.434538932161393,0.9799001608711142,0.44219546524454323,1.227183347492549,0.5840414126194639
2021-07-26,0.38025939193962577,4.753240903218587,0.5125702211820333,1.0954720118128052,0.26112321038798697,0.43767634865811755,0.9778025134000292,0.4362266230397962,1.2263247392540493,0.596968042045377
2021-07-27,0.3745933644375635,4.658903916676839,0.5052574774249335,1.0983452954838828,0.2569638616116388,0.4322121736878526,0.9693118978487676,0.43428213120918135,1.2331172175030718,0.5853122719492526
2021-07-28,0.37002492264322623,4.663952944013808,0.5076914860048694,1.0928577967466953,0.2651344866951057,0.438639995065078,0.968229285999827,0.44095196725702107,1.2217966485804448,0.5873093781647857
2021-07-29,0.3717093256924172,4.624897278679741,0.514557749049879,1.1028414992990454,0.26451789222044897,0.42106051122204174,0.9691764241135901,0.4445469216245483,1.2242947166825078,0.614878378142978
2021-07-30,0.3722708199613838,4.275028853946262,0.5159289909234055,1.1143555856163636,0.26247037951980007,0.4186868098505549,0.9637977419985255,0.44086154989961623,1.2253875530294374,0.6238198955594063
2021-08-02,0.37140301621230837,4.2800265206231005,0.3003976349744377,1.1122808751002007,0.26271974110078866,0.413575157641963,0.9634932741494269,0.350766644093991,1.2204690365433006,0.6442175140048422
2021-08-03,0.3760991500982104,4.324683242373997,0.603789428397495,1.1282292248890675,0.2642305472225507,0.4127408297178927,0.9712738573969516,0.6063495889714515,1.223201743440132,0.6442810507381662
2021-08-04,0.37505280871829955,4.3098831388685435,0.6050421875192116,1.128151404537896,0.26324770760265614,0.4217655928275539,0.9692104799616427,0.6203951039532718,1.2027461413932905,0.6453521994464017
2021-08-05,0.37533343621621984,4.337209362453884,0.6048809863268919,1.149286031768765,0.2654412873439033,0.42652468619230666,0.9793925359661801,0.6315030461187584,1.2047757532784935,0.6487200618569366
2021-08-06,0.3735443112955583,4.2973185963100855,0.6021025269174958,1.1400541769040664,0.2644419253866296,0.4271592271633182,0.9791895930980684,0.6232103022757631,1.204932361668934,0.6346223868575749
2021-08-09,0.3734164596885763,4.293374803331163,0.6011723252312606,1.142232481605656,0.2667300595912477,0.42492657097866665,0.9753670918888256,0.6210377455351794,1.20508842247759,0.6479302782378684
2021-08-10,0.372164024389488,4.26615130106608,0.5981707476598755,1.1488710730372522,0.26652356030577895,0.42436260672432163,0.9689732670577547,0.6100520608707112,1.2057128026076596,0.6445079795155908
2021-08-11,0.3728285656180433,4.229446856180827,0.5997707689846042,1.1521645533480944,0.2654949250768443,0.42298762362513265,0.970698870452945,0.6027998512038467,1.2104752582851404,0.6425381330103654
2021-08-12,0.3805735176751832,4.244079939524332,0.6006514060849354,1.154913124917936,0.26727748174401456,0.42614867394057737,0.9803736228341339,0.6091035415506099,1.2107096232890167,0.6556372549019607
2021-08-13,0.38111036681217386,4.2318364991082085,0.6030080755198141,1.1612926477445644,0.26831683254682914,0.4267714882076438,0.9906574180073818,0.6177634673715438,1.2220306028979824,0.6510257928719446
2021-08-16,0.3862735219611346,4.238285594516331,0.6054639258101149,1.1743623096713,0.26945064801770274,0.4307433047927707,0.9965773524999859,0.6104806640812188,1.2339759626370177,0.6228848791849637
2021-08-17,0.38389638333337706,4.165018240610759,0.5937427023398468,1.173013922432736,0.26624010643806056,0.4212132831128221,0.9914354549133619,0.5954249160646684,1.232804822094868,0.6043119160438154
2021-08-18,0.3741065632627571,4.112678591410319,0.581686569050332,1.1571174528779835,0.263877950964713,0.4176880194139251,0.9853686947362296,0.5826337981411431,1.2201566411350966,0.6254447986877041
2021-08-19,0.37497568301402534,4.095373185475668,0.5873424619900901,1.1779930115038846,0.2643279152723594,0.4173001722117527,1.0058400077009668,0.60582943887621,1.240690410481712,0.6113562241099237
2021-08-20,0.378784312996813,4.111046812269422,0.5893766256731016,1.1902586960846517,0.26773627592399213,0.42229437697006356,1.0315645958686004,0.6369806501356742,1.236318791303102,0.6175199521133321
2021-08-23,0.3826695502587686,4.195735836029053,0.5984063215728581,1.1797302510741028,0.2728249163826057,0.42697123907853657,1.0325476104260667,0.6719263481504276,1.232414533177782,0.6411583179482186
2021-08-24,0.3824394093904301,4.247009065416124,0.5971412617509904,1.1715877979844014,0.27520170849178366,0.42950943904474886,1.0256672581808361,0.6668772303511956,1.2171119495163993,0.6431463237421704
2021-08-25,0.3792187532358841,4.238529851701525,0.5995971637249051,1.1701355671362081,0.27679428821086427,0.4328937658033085,1.0236000253665025,0.679729535521642,1.2117248399179568,0.645606387934134
2021-08-26,0.37712280041000745,4.260138967302111,0.6024872080571029,1.1651565612064605,0.2755503836876709,0.4281815792543362,1.0137030532220779,0.675292524177269,1.2072745058577876,0.6364923780520236
2021-08-27,0.37983228940975133,4.3033442603217225,0.61513868489722,1.1678274787079321,0.28054452954645476,0.43787617169334225,1.0158383977325165,0.6926736800588821,1.209694680450969,0.646259997664973
2021-08-30,0.39138579169197035,4.395767180124919,0.6187976780397192,1.1823236807900066,0.281687144957889,0.44731212716656815,1.028954825550386,0.6942647239680672,1.2179708315457913,0.6634985647430086
2021-08-31,0.38808832886398476,4.45900117026435,0.6167138980871896,1.1811825650636967,0.2818955898084477,0.44580796991315297,1.0231594412190557,0.6851136037758171,1.2210157969553808,0.6678649387068737
2021-09-01,0.3898264088511039,4.46954853269789,0.6116906125837867,1.4297783160491286,0.2829047693864829,0.44894549465637545,1.0229898045419639,0.686827548646552,1.2328834000809805,0.6663852683339502
2021-09-02,0.3927403168581435,4.449147372775608,0.6101277000939684,1.4437151763398757,0.2791477036071923,0.4409900987000106,1.0206850375421568,0.6854501921302951,1.23378691002583,0.6648420612277027
2021-09-03,0.3944018693238034,4.468328030904134,0.6172968892540266,1.4486634063916617,0.28002922418355713,0.44214173319175276,1.0206513029756896,0.6991311574727154,1.2348875494131923,0.6659132099359383
2021-09-07,0.40051091101861763,4.50846266216702,0.6159450009605022,1.439424347252984,0.2810832116222022,0.44909830262932177,1.0173974701726072,0.6935915472591108,1.2147636450324677,0.6834785611021751
2021-09-08,0.3964722598040545,4.529288037618001,0.6132037537532447,1.4585289394298318,0.2799347295837275,0.44368114272133524,1.0174987809658704,0.6837056536360995,1.2319789318680077,0.6843409403217123
2021-09-09,0.393813935374416,4.476177586449517,0.6120998434400823,1.459280929016833,0.2796424757754485,0.4441864012916227,1.0074667634617152,0.6787475562538935,1.22419656264759,0.6852396381187021
2021-09-10,0.3807779765613332,4.456894207000732,0.6178797770536354,1.456837992087717,0.27445066050352707,0.44499723972563676,1.0022474370130097,0.6879599806858887,1.2220741356498706,0.668364215260757
2021-09-13,0.38226051284990564,4.441503259870741,0.6188845065113757,1.4396122191340468,0.2772881624260019,0.44243551418720234,1.0065855951668214,0.6779823061924957,1.2244324335013743,0.6744735069524227
2021-09-14,0.3786053765774342,4.432291666666667,0.6224939350679709,1.435697234221831,0.2777011609969394,0.44245900367725854,1.0160757177302664,0.6807370192250095,1.219637259812254,0.6758260623042618
2021-09-15,0.38093135063508643,4.465424781375462,0.6322554709431186,1.4429633875779744,0.28137348993362066,0.43939201956853663,1.033123775402553,0.6837668408830206,1.226476282512981,0.6861201766269658
2021-09-16,0.38031789421892787,4.48141951031155,0.6292909505230297,1.4510437863021233,0.27977692928904835,0.43838143026362975,1.034479262411361,0.6807370192250095,1.222860463092782,0.6871732076009113
2021-09-17,0.37333977265169965,4.448376570807563,0.6276164014267959,1.439142388812565,0.2743026179660682,0.4285811170782877,1.016346451012898,0.6702696712670116,1.2116191566334986,0.6894426200384667
2021-09-20,0.3653648791204928,4.311180877685547,0.6137493259834867,1.4129284876826842,0.2702494371800893,0.4179817282450427,0.9974684805240273,0.6461830716812225,1.2075313217148387,0.6628267957234434
2021-09-21,0.36661735429843545,4.295635848575168,0.613462120140037,1.4159663689705904,0.2708601949594762,0.420073483571523,0.9991631337931574,0.6502534275153644,1.2069811389166036,0.6711873821183745
2021-09-22,0.3728030830301264,4.342425409952799,0.6254566982451809,1.4166555003012873,0.27329634176978257,0.4033048020803348,1.0119744511987572,0.6715247702822503,1.2106755363229154,0.6825889637267666
2021-09-23,0.3753079935071573,4.388611189524332,0.6300922015921321,1.418064790440633,0.2751130505872238,0.4065363208659482,1.0152962886040828,0.6880824721725548,1.2116191566334986,0.684132170833014
2021-09-24,0.3755380944966415,4.400841691758898,0.6308668872835965,1.464949619114918,0.277059244244343,0.41476200832770643,1.0145842215169716,0.6758095154662641,1.2121692025362873,0.7029684228834762
2021-09-27,0.3715760904401006,4.375506771935357,0.6307792835577287,1.4424310002378382,0.274832500101255,0.4154905072589428,0.9970277892827184,0.6629243938087024,1.2005345954601019,0.7183733173445158
2021-09-28,0.3627321569153342,4.2600876066419815,0.613499590760246,1.4010586197338277,0.264620199012409,0.40029659582000243,0.9609319102567458,0.6335120468914726,1.1874070066477753,0.7058460676072729
2021-09-29,0.36508373319746623,4.241022215949164,0.6115755131752276,1.4149643521340725,0.26174375585636483,0.39907442069375976,0.962558451829771,0.6279417260615835,1.1972333617752458,0.709250207040824
2021-09-30,0.3616841007446872,4.22036386066013,0.6058903673098995,1.4073222541907031,0.2604237947040402,0.39881592805664345,0.9555091054706195,0.634032255483126,1.182375962104871,0.7039579171240977
2021-10-01,0.3646235710973523,4.218076939053006,0.6089142205189537,1.404127829737336,0.26600921275954104,0.4030697628511088,0.9798440436875308,0.6348281576643964,1.1866209529957563,0.7037218879250917
2021-10-04,0.5438399782430934,4.218076939053006,0.5946705782634483,1.3784774438380938,0.33819575107995686,1.1622217472672505,0.7243469202788814,0.6039161967298915,5.267175674438484,0.6557717449508683
2021-10-05,0.5515397636656636,4.218076939053006,0.6065027147695348,1.3975820360149416,0.3441760114348955,1.1861981066390523,0.7388026949862848,0.6259218449562428,5.298387845357267,0.6549829498396367
2021-10-06,0.5550185004615118,4.218076939053006,0.6107009230577439,1.4072910258876512,0.3480777277912025,1.1886206948187954,0.7499323908561896,0.6335426990113451,5.4341012469509264,0.6567953809907162
2021-10-07,0.5600605253618768,4.218076939053006,0.617122922209029,1.4183466484685021,0.35227796733686917,1.1728739810421465,0.7543841398539464,0.6450198705291894,5.484246521665346,0.6659079311357677
2021-10-08,0.5585361426174272,4.218076939053006,0.6157860221635881,1.415152123602585,0.3536961760191233,1.17583083819461,0.7543841398539464,0.63755198459139,5.471623027533823,0.6590944713772507
2021-10-11,0.558184469872118,4.218076939053006,0.6151488148855799,1.4084186588242278,0.3514910541451752,1.159443307947405,0.7527978212756224,0.6333896139012184,5.478986681553363,0.6645066444563781
2021-10-12,0.5531032956909331,4.218076939053006,0.6063278691030978,1.3995550422100256,0.3452539448890646,1.1534579420910585,0.7493438474227885,0.6326550159596931,5.503183289578094,0.6760692376947786
2021-10-13,0.5507581805935935,4.218076939053006,0.6059906335212173,1.3946379400487416,0.3481207627137993,1.1562012666811243,0.7581196929346012,0.6408573828461939,5.540355757663132,0.6805667065092552
2021-10-14,0.561897553531192,4.218076939053006,0.6217209549357711,1.411425211396532,0.35715125441182133,1.170415949957579,0.774596564597366,0.6655564398653141,5.584891269081525,0.6866417655461948
2021-10-15,0.5661188460786668,4.218076939053006,0.6287803164159066,1.41684317135725,0.35770032870880214,1.156984948687793,0.778332117678021,0.6691067041006266,5.569110527373205,0.7073755999566219
2021-10-18,0.5728024576451882,,0.6289176397785207,1.446784386343384,0.3612679898800372,1.1946768370931087,0.7862122938630959,0.6801248542737385,5.543861707051603,0.7300980922404858
2021-10-19,0.5814404842432965,,0.6377012183080221,1.4628509968197754,0.3624294662869259,1.2112430039562951,0.7886173992399758,0.6822061566116482,5.614347106532055,0.7251977755916404
2021-10-20,0.583394777314507,,0.6364517669376069,1.4712758105904478,0.35871497322531304,1.214057542531054,0.7865195006003108,0.6764827506716323,5.656778193356706,0.7264816033963638
2021-10-21,0.5842545979680288,,0.6423991554607833,1.494640003551135,0.35901104727273625,1.217976280739441,0.7950904068808502,0.6945095899485756,5.582084555374957,0.7501438434982737
2021-10-22,0.5811668661388744,,0.6439734383456995,1.5095477527878975,0.3480814986922792,1.1564504609317094,0.7909968771074617,0.6955502411175304,5.609788944846713,0.7633006970544951
2021-10-25,0.5809716075762803,,0.6522948103144719,1.534947508962323,0.347779165726574,1.170985880618487,0.7883616900531835,0.7090169341029027,5.583489744286796,0.8599467656143238
2021-10-26,0.5836293680984856,,0.6670380780673012,1.520634904909451,0.35248925442297013,1.1250996801311606,0.793427448305979,0.7564867139205362,5.651869497801136,0.8545514162719864
2021-10-27,0.5817922789489822,,0.6535941880560897,1.5318469702432125,0.36997095743815095,1.1123100422903385,0.826842082581209,0.7483455342809565,5.632232272834116,0.8708549231736649
2021-10-28,0.5963323340415417,,0.6616655146999368,1.5387794526956835,0.3690385341152195,1.1290544082027798,0.8298609546814928,0.7633424349070645,5.667650850195642,0.9037303485585024
2021-10-29,0.5855054845684327,,0.6642892850523878,1.5419478702985987,0.374597619807634,1.1527453646774015,0.8484615141810729,0.7825017062233444,5.666950393141369,0.9347430252233224
